(eV/Ang)   strct.        NN-DFT   path
----------------------------------------------------------
trn000281 e000317       0.02425  ./DATA/100/00/GA/G001/M023/
trn000282 e000319       0.03186  ./DATA/100/00/GA/G024/M020/
trn000283 e000321       0.02237  ./DATA/100/00/GA/G003/M026/
trn000284 e000322       0.06844  ./DATA/100/00/GA/G021/M026/
trn000285 e000324       0.13076  ./DATA/000/146/
trn000286 e000325       0.13073  ./DATA/000/094/
trn000287 e000327      -1.00000  ./DATA/200/50/
trn000288 e000328       0.03553  ./DATA/000/108/
trn000289 e000329       0.10965  ./DATA/000/144/
trn000290 e000331       0.01414  ./DATA/100/00/GA/G005/M029/
trn000291 e000332       0.02080  ./DATA/100/00/GA/G013/M029/
trn000292 e000334       0.03789  ./DATA/100/00/GA/G012/M026/
trn000293 e000335       0.04702  ./DATA/100/00/GA/G022/M027/
trn000294 e000336      -1.00000  ./DATA/200/16/
trn000295 e000337       0.06198  ./DATA/000/139/
trn000296 e000338       0.01886  ./DATA/100/00/GA/G015/M028/
trn000297 e000339      -1.00000  ./DATA/200/15/
trn000298 e000340       0.04309  ./DATA/000/137/
trn000299 e000341       0.05292  ./DATA/100/00/GA/G000/M029/
trn000300 e000342       0.02183  ./DATA/100/00/GA/G004/M022/
trn000301 e000343       0.16599  ./DATA/000/080/
trn000302 e000344       0.09935  ./DATA/000/143/
trn000303 e000345      -1.00000  ./DATA/200/53/
trn000304 e000346       0.02853  ./DATA/000/100/
trn000305 e000347       0.08677  ./DATA/100/00/GA/G021/M027/
trn000306 e000348      -1.00000  ./DATA/200/51/
trn000307 e000349       0.06538  ./DATA/100/00/GA/G005/M027/
trn000308 e000351       0.09200  ./DATA/000/093/
trn000309 e000352       0.09206  ./DATA/100/00/GA/G020/M023/

tst000001 e000353       0.09423  ./DATA/100/00/GA/G003/M024/
tst000002 e000354       0.10467  ./DATA/100/00/GA/G002/M029/
tst000003 e000355       0.08234  ./DATA/000/087/
tst000004 e000356       0.02861  ./DATA/100/00/GA/G016/M029/
tst000005 e000357       0.02236  ./DATA/100/00/GA/G023/M028/
tst000006 e000358       0.03238  ./DATA/000/083/
tst000007 e000359       0.08357  ./DATA/000/085/
tst000008 e000360       0.04609  ./DATA/100/00/GA/G004/M023/
tst000009 e000362       0.07919  ./DATA/100/00/GA/G001/M026/
tst000010 e000363       0.06131  ./DATA/100/00/GA/G005/M021/
tst000011 e000364       0.05022  ./DATA/100/00/GA/G000/M026/
tst000012 e000365       0.05207  ./DATA/100/00/GA/G010/M025/
tst000013 e000366       0.01647  ./DATA/100/00/GA/G016/M024/
tst000014 e000367       0.12523  ./DATA/100/00/GA/G000/M021/
tst000015 e000368       0.01867  ./DATA/100/00/GA/G021/M024/
tst000016 e000369      -1.00000  ./DATA/200/29/
tst000017 e000370       0.08643  ./DATA/100/00/GA/G022/M024/
tst000018 e000371       0.00926  ./DATA/100/00/GA/G014/M029/
tst000019 e000372       0.07207  ./DATA/000/115/
tst000020 e000373      -1.00000  ./DATA/200/45/
tst000021 e000375       0.19615  ./DATA/100/00/GA/G006/M024/
tst000022 e000377       0.01781  ./DATA/100/00/GA/G014/M020/
tst000023 e000378       0.04119  ./DATA/000/107/
tst000024 e000379       0.06896  ./DATA/100/00/GA/G021/M029/
tst000025 e000382       0.03700  ./DATA/100/00/GA/G000/M022/
tst000026 e000383       0.06105  ./DATA/000/119/
tst000027 e000384       0.20568  ./DATA/100/00/GA/G001/M025/
tst000028 e000385       0.15105  ./DATA/100/00/GA/G000/M028/
tst000029 e000386       0.03721  ./DATA/100/00/GA/G006/M022/
tst000030 e000389       0.05882  ./DATA/000/123/
tst000031 e000390       0.01261  ./DATA/100/00/GA/G006/M028/
tst000032 e000391      -1.00000  ./DATA/200/26/
tst000033 e000392       0.06540  ./DATA/000/121/
tst000034 e000394       0.07412  ./DATA/000/118/
